"id","Location","Status","Measure","length","LineLength","MeanLength"
13,"Cloates","No Take",1,30.25,32.8939505893583,39.7910101575118
13,"Cloates","No Take",2,18.82,20.450907730544,39.7910101575118
13,"Cloates","No Take",3,44.4,48.0905187161693,39.7910101575118
13,"Cloates","No Take",4,57.61,62.7056134062202,39.7910101575118
13,"Cloates","No Take",5,32.15,34.8140603452671,39.7910101575118
1,"Cloates","No Take",1,60.11,65.4613578236396,67.3310082005398
1,"Cloates","No Take",2,61.42,66.7334489052717,67.3310082005398
1,"Cloates","No Take",3,62.19,67.3870366152311,67.3310082005398
1,"Cloates","No Take",4,62.6,68.0809381393551,67.3310082005398
15,"Cloates","No Take",3,63.58,68.916064649986,71.8096255603227
15,"Cloates","No Take",4,73.72,80.0492655538186,71.8096255603227
15,"Cloates","No Take",5,73.68,79.880618003125,71.8096255603227
19,"Cloates","No Take",1,46.82,51.0057945364384,55.2169084637139
19,"Cloates","No Take",2,46.36,50.2907492428866,55.2169084637139
19,"Cloates","No Take",3,49.06,53.2247399888635,55.2169084637139
19,"Cloates","No Take",4,53.9,58.608840434296,55.2169084637139
19,"Cloates","No Take",5,58.12,62.9544181160851,55.2169084637139
21,"Cloates","No Take",5,51.74,56.1436273514861,57.5781409847664
16,"Cloates","No Take",1,50.79,55.3334548208495,55.1806720911836
16,"Cloates","No Take",2,45.78,49.6336589479879,55.1806720911836
16,"Cloates","No Take",3,55.84,60.5650711268108,55.1806720911836
16,"Cloates","No Take",4,49.97,54.215789038146,55.1806720911836
16,"Cloates","No Take",5,51.8,56.1553865221236,55.1806720911836
7,"Cloates","No Take",1,50.75,55.2699149237696,70.5072967307518
7,"Cloates","No Take",2,77.81,84.2799028812548,70.5072967307518
7,"Cloates","No Take",3,75.65,82.0023033772268,70.5072967307518
4,"Cloates","No Take",4,66.5,72.1168058129004,72.1168058129004
7,"Cloates","No Take",5,55.85,60.4770657407561,70.5072967307518
6,"Cloates","No Take",1,34.71,37.7957892562978,40.7967622309559
6,"Cloates","No Take",2,49.36,53.4516819725312,40.7967622309559
6,"Cloates","No Take",3,31.13,33.867891389836,40.7967622309559
6,"Cloates","No Take",4,33.8,36.7053722187962,40.7967622309559
6,"Cloates","No Take",5,38.85,42.1630763173183,40.7967622309559
1,"Cloates","No Take",5,63.66,68.9922595192017,67.3310082005398
15,"Cloates","No Take",1,59.71,65.0508879761239,71.8096255603227
15,"Cloates","No Take",2,60.11,65.1512916185601,71.8096255603227
21,"Cloates","No Take",1,46.93,51.1217172772911,57.5781409847664
21,"Cloates","No Take",3,79.25,86.0177995171081,57.5781409847664
21,"Cloates","No Take",4,37.74,40.9563019735855,57.5781409847664
9,"Cloates","No Take",1,36.66,39.9242450272384,54.7984413872726
9,"Cloates","No Take",2,65.84,71.489987922937,54.7984413872726
9,"Cloates","No Take",3,87.88,95.2070517354596,54.7984413872726
9,"Cloates","No Take",4,34.67,37.6568624105313,54.7984413872726
9,"Cloates","No Take",5,27.44,29.7140598401964,54.7984413872726
8,"Cloates","No Take",1,47.2,51.3959365496948,57.4830866404386
8,"Cloates","No Take",2,56.18,61.0476585082309,57.4830866404386
8,"Cloates","No Take",3,47.32,51.2500360173228,57.4830866404386
8,"Cloates","No Take",4,56.35,61.1667714329673,57.4830866404386
8,"Cloates","No Take",5,57.77,62.5550306939769,57.4830866404386
5,"Cloates","No Take",1,100.21,109.085194377239,111.787607848063
5,"Cloates","No Take",2,103.56,112.167108208784,111.787607848063
5,"Cloates","No Take",3,104.57,113.427684854469,111.787607848063
5,"Cloates","No Take",4,89.64,97.4330234937851,111.787607848063
5,"Cloates","No Take",5,117.09,126.825028306035,111.787607848063
24,"Cloates","No Take",1,61.05,66.5092192628997,104.500192228926
24,"Cloates","No Take",2,87.42,94.9649604001717,104.500192228926
24,"Cloates","No Take",3,137.61,149.14502020499,104.500192228926
24,"Cloates","No Take",4,127.77,138.687433466877,104.500192228926
24,"Cloates","No Take",5,67.53,73.1943278096899,104.500192228926
12,"Cloates","No Take",1,49.65,54.0711758691538,63.8469050959848
12,"Cloates","No Take",2,65.32,70.7733114967665,63.8469050959848
12,"Cloates","No Take",3,58.14,63.0332393874163,63.8469050959848
12,"Cloates","No Tale",4,62.38,67.8051063502515,63.8469050959848
12,"Cloates","No Take",5,58.63,63.5516923763362,63.8469050959848
21,"Cloates","No Take",1,48.41,52.7401537325021,57.5781409847664
21,"Cloates","No Take",2,53.14,57.6525657076456,57.5781409847664
21,"Cloates","No Take",3,65.19,70.6811947876228,57.5781409847664
21,"Cloates","No Take",4,50.62,54.9013912466358,57.5781409847664
21,"Cloates","No Take",5,44.26,47.9885172690207,57.5781409847664
23,"Cloates","No Take",1,52.97,57.7019278547138,95.1334338707986
23,"Cloates","No Take",2,63.65,68.9911288815339,95.1334338707986
23,"Cloates","No Take",3,102.32,111.266039160576,95.1334338707986
23,"Cloates","No Take",4,128.15,139.388162059364,95.1334338707986
23,"Cloates","No Take",5,90.76,98.3199113978055,95.1334338707986
