"id","Location","Status","Measure","length","LineLength","MeanLength"
5,"Cloates","No Take",2,52.289,56.6341647111012,56.5891657791435
5,"Cloates","No Take",3,69.878,75.7962893466326,56.5891657791435
5,"Cloates","No Take",4,56.478,61.386631210986,56.5891657791435
5,"Cloates","No Take",5,35.41,38.354208691623,56.5891657791435
24,"Cloates","No Take",1,51.06,55.6239820268979,103.990343287407
24,"Cloates","No Take",2,82.388,89.4938219038494,103.990343287407
24,"Cloates","No Take",3,142.858,154.830278496303,103.990343287407
24,"Cloates","No Take",4,115.179,125.01715385313,103.990343287407
24,"Cloates","No Take",5,87.627,94.9864801568556,103.990343287407
12,"Cloates","No Take",1,21.6,23.5238872534434,41.5842248752924
12,"Cloates","No Take",2,60.857,65.9279540063501,41.5842248752924
12,"Cloates","No Take",3,44.311,48.0415556368308,41.5842248752924
12,"Cloates","No Take",4,41.28,44.8731963896735,41.5842248752924
12,"Cloates","No Take",5,23.575,25.5545310901644,41.5842248752924
21,"Cloates","No Take",1,47.352,51.5834369750343,56.8437173131497
21,"Cloates","No Take",2,36.123,39.1932594795704,56.8437173131497
21,"Cloates","No Take",3,45.892,49.763843409214,56.8437173131497
21,"Cloates","No Take",4,56.327,61.0844544942919,56.8437173131497
21,"Cloates","No Take",5,34.886,37.8155404142595,56.8437173131497
23,"Cloates","No Take",1,65.752,71.6300586753424,86.2766547912864
23,"Cloates","No Take",2,63.813,69.1681828213302,86.2766547912864
23,"Cloates","No Take",3,89.643,97.4760759151442,86.2766547912864
23,"Cloates","No Take",4,111.415,121.172853492349,86.2766547912864
23,"Cloates","No Take",5,66.405,71.9361030522667,86.2766547912864
2,"Cloates","No Take",1,27.527,29.9800098015977,34.9210104396549
2,"Cloates","No Take",2,36.619,39.6782685036716,34.9210104396549
2,"Cloates","No Take",3,31.718,34.4656087009617,34.9210104396549
2,"Cloates","No Take",4,36.314,39.4523513040175,34.9210104396549
2,"Cloates","No Take",5,28.615,31.0288138880262,34.9210104396549
22,"Cloates","No Take",1,33.331,36.3089565223266,36.2737470234235
22,"Cloates","No Take",2,39.197,42.507311305759,36.2737470234235
22,"Cloates","No Take",3,32.597,35.3955422266485,36.2737470234235
22,"Cloates","No Take",4,32.038,34.820714928365,36.2737470234235
22,"Cloates","No Take",5,29.83,32.3362101340183,36.2737470234235
